Magma V2.26-2     Sat Apr 24 2021 14:51:39 on weil     [Seed = 4179489024]
Type ? for help.  Type <Ctrl>-D to quit.

Loading file "11adicim.txt"
Loading "gl2data.m"
N=148225, i=68, j=1, [ 1, 1, 0, -36775, 2699250 ] - 11.60.1.3.
N=148225, i=68, j=2, [ 1, 1, 0, -373650, -343810375 ] - 11.60.1.4.
N=165649, i=6, j=1, [ 1, 1, 1, -3451, -306470 ] - 11.60.1.4.
N=165649, i=6, j=2, [ 1, 1, 1, -4972921, 4266480472 ] - 11.60.1.3.
N=165649, i=13, j=1, [ 1, 1, 0, -41098, -3224151 ] - 11.60.1.3.
N=165649, i=13, j=2, [ 1, 1, 0, -417573, 405823466 ] - 11.60.1.4.
N=184041, i=10, j=1, [ 1, -1, 1, -45662, 3767118 ] - 11.60.1.3.
N=184041, i=10, j=2, [ 1, -1, 1, -463937, -475341798 ] - 11.60.1.4.
N=184041, i=44, j=1, [ 1, -1, 0, -3834, 358177 ] - 11.60.1.4.
N=184041, i=44, j=2, [ 1, -1, 0, -5525064, -4997459219 ] - 11.60.1.3.
N=193600, i=23, j=1, [ 0, 1, 0, -4033, 384063 ] - 11.60.1.4.
N=193600, i=23, j=2, [ 0, 1, 0, -5812033, -5395247937 ] - 11.60.1.3.
N=193600, i=30, j=1, [ 0, 1, 0, -48033, 4036063 ] - 11.60.1.3.
N=193600, i=30, j=2, [ 0, 1, 0, -488033, -513139937 ] - 11.60.1.4.
N=193600, i=238, j=1, [ 0, -1, 0, -48033, -4036063 ] - 11.60.1.3.
N=193600, i=238, j=2, [ 0, -1, 0, -488033, 513139937 ] - 11.60.1.4.
N=193600, i=244, j=1, [ 0, -1, 0, -4033, -384063 ] - 11.60.1.4.
N=193600, i=244, j=2, [ 0, -1, 0, -5812033, 5395247937 ] - 11.60.1.3.
N=203401, i=2, j=1, [ 1, 0, 0, -50465, -4367846 ] - 11.60.1.3.
N=203401, i=2, j=2, [ 1, 0, 0, -512740, 552377673 ] - 11.60.1.4.
N=203401, i=6, j=1, [ 1, 0, 1, -4238, -415395 ] - 11.60.1.4.
N=203401, i=6, j=2, [ 1, 0, 1, -6106268, 5807496759 ] - 11.60.1.3.
N=223729, i=4, j=1, [ 1, 0, 0, -4661, 478402 ] - 11.60.1.4.
N=223729, i=4, j=2, [ 1, 0, 0, -6716531, -6700652606 ] - 11.60.1.3.
N=223729, i=10, j=1, [ 1, 0, 1, -55509, 5029253 ] - 11.60.1.3.
N=223729, i=10, j=2, [ 1, 0, 1, -563984, -637317045 ] - 11.60.1.4.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=232544, i=6, j=1, [ 0, 0, 0, -1129345880, -86028258620304 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=232544, i=7, j=1, [ 0, 0, 0, -1129345880, 86028258620304 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=232544, i=8, j=1, [ 0, 0, 0, -6682520, -39157150032 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=232544, i=9, j=1, [ 0, 0, 0, -6682520, 39157150032 ] - 11.55.1.1.
N=267289, i=3, j=1, [ 1, 1, 1, -66316, 6545782 ] - 11.60.1.3.
N=267289, i=3, j=2, [ 1, 1, 1, -673791, -832450090 ] - 11.60.1.4.
N=267289, i=7, j=1, [ 1, 1, 0, -5568, 622901 ] - 11.60.1.4.
N=267289, i=7, j=2, [ 1, 1, 0, -8024238, -8752557271 ] - 11.60.1.3.
N=314721, i=20, j=1, [ 1, -1, 1, -6557, 800462 ] - 11.60.1.4.
N=314721, i=20, j=2, [ 1, -1, 1, -9448187, -11176201132 ] - 11.60.1.3.
N=314721, i=56, j=1, [ 1, -1, 0, -78084, 8418141 ] - 11.60.1.3.
N=314721, i=56, j=2, [ 1, -1, 0, -793359, -1063035198 ] - 11.60.1.4.
N=327184, i=15, j=1, [ 0, 1, 0, -6816, 844468 ] - 11.60.1.4.
N=327184, i=15, j=2, [ 0, 1, 0, -9822336, -11852377484 ] - 11.60.1.3.
N=327184, i=18, j=1, [ 0, 1, 0, -81176, 8875348 ] - 11.60.1.3.
N=327184, i=18, j=2, [ 0, 1, 0, -824776, -1127285964 ] - 11.60.1.4.
N=339889, i=3, j=1, [ 1, 0, 0, -7081, -897126 ] - 11.60.1.4.
N=339889, i=3, j=2, [ 1, 0, 0, -10203751, 12545085642 ] - 11.60.1.3.
N=339889, i=10, j=1, [ 1, 0, 1, -84329, -9432975 ] - 11.60.1.3.
N=339889, i=10, j=2, [ 1, 0, 1, -856804, 1193217903 ] - 11.60.1.4.
N=379456, i=43, j=1, [ 0, 1, 0, -94145, -11150273 ] - 11.60.1.3.
N=379456, i=43, j=2, [ 0, 1, 0, -956545, 1407290751 ] - 11.60.1.4.
N=379456, i=46, j=1, [ 0, 1, 0, -7905, -1060193 ] - 11.60.1.4.
N=379456, i=46, j=2, [ 0, 1, 0, -11391585, 14795447071 ] - 11.60.1.3.
N=379456, i=228, j=1, [ 0, -1, 0, -94145, 11150273 ] - 11.60.1.3.
N=379456, i=228, j=2, [ 0, -1, 0, -956545, -1407290751 ] - 11.60.1.4.
N=379456, i=231, j=1, [ 0, -1, 0, -7905, 1060193 ] - 11.60.1.4.
N=379456, i=231, j=2, [ 0, -1, 0, -11391585, -14795447071 ] - 11.60.1.3.
N=393129, i=11, j=1, [ 1, -1, 1, -97538, -11700862 ] - 11.60.1.3.
N=393129, i=11, j=2, [ 1, -1, 1, -991013, 1484619590 ] - 11.60.1.4.
N=393129, i=55, j=1, [ 1, -1, 0, -8190, -1113183 ] - 11.60.1.4.
N=393129, i=55, j=2, [ 1, -1, 0, -11802060, 15609253149 ] - 11.60.1.3.
N=421201, i=5, j=1, [ 1, 1, 1, -8775, 1233134 ] - 11.60.1.4.
N=421201, i=5, j=2, [ 1, 1, 1, -12644805, -17312655172 ] - 11.60.1.3.
N=421201, i=10, j=1, [ 1, 1, 0, -104502, 12959753 ] - 11.60.1.3.
N=421201, i=10, j=2, [ 1, 1, 0, -1061777, -1646610478 ] - 11.60.1.4.
N=435600, i=129, j=1, [ 0, 0, 0, -9075, -1300750 ] - 11.60.1.4.
N=435600, i=129, j=2, [ 0, 0, 0, -13077075, 18202423250 ] - 11.60.1.3.
N=435600, i=410, j=1, [ 0, 0, 0, -108075, -13675750 ] - 11.60.1.3.
N=435600, i=410, j=2, [ 0, 0, 0, -1098075, 1731298250 ] - 11.60.1.4.
N=450241, i=3, j=1, [ 1, 1, 1, -9380, -1370786 ] - 11.60.1.4.
N=450241, i=3, j=2, [ 1, 1, 1, -13516610, 19122165448 ] - 11.60.1.3.
N=450241, i=7, j=1, [ 1, 1, 0, -111707, -14417542 ] - 11.60.1.3.
N=450241, i=7, j=2, [ 1, 1, 0, -1134982, 1818841017 ] - 11.60.1.4.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=465088, i=29, j=1, [ 0, 0, 0, -1670630, 4894643754 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=465088, i=30, j=1, [ 0, 0, 0, -1670630, -4894643754 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=465088, i=31, j=1, [ 0, 0, 0, -282336470, 10753532327538 ] - 11.55.1.1.
We're having trouble ruling out the possibility the image is contained in 
11.55.1.1.
N=465088, i=32, j=1, [ 0, 0, 0, -282336470, -10753532327538 ] - 11.55.1.1.
